Dataset,OMOP Concept ID,Domain,Patient Count,Event Count,Description,Terminology,Source Code,Concept Type,Standard OMOP Concept,Mental Disability,Physical Issues,County,Healthcare Facility Type
CPRD AURUM,46286613,Observation,20,20,"Newborn and Infant Physical Examination Screening Programme, hip examination done, right abnormality suspected and no risk factor",SNOMED,9.88E+14,Standard,46286613.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,46286614,Observation,34,37,"Newborn and Infant Physical Examination Screening Programme, hip examination done, bilateral abnormality suspected and no risk factor",SNOMED,9.88E+14,Standard,46286614.0,No,Yes,Tana River,County Hospital
CPRD AURUM,46286620,Observation,30,31,"Newborn and Infant Physical Examination Screening Programme, hip examination done, left abnormality suspected and no risk factor",SNOMED,9.88E+14,Standard,46286620.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,46286624,Observation,199,200,"Newborn and Infant Physical Examination Screening Programme, heart examination status",SNOMED,9.88E+14,Standard,46286624.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,46286625,Observation,302,303,"Newborn and Infant Physical Examination Screening Programme, eye examination status",SNOMED,9.88E+14,Standard,46286625.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,46286626,Observation,160,160,"Newborn and Infant Physical Examination Screening Programme, testis examination status",SNOMED,9.88E+14,Standard,46286626.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,46286628,Observation,3147,3330,"Newborn and Infant Physical Examination Screening Programme, heart examination done, no abnormality and no risk factor",SNOMED,9.89E+14,Standard,46286628.0,No,Yes,Kwale,Health Center
CPRD AURUM,46286629,Observation,72,80,"Newborn and Infant Physical Examination Screening Programme, heart examination done, no abnormality with risk factor",SNOMED,9.89E+14,Standard,46286629.0,No,Yes,Lamu,County Hospital
CPRD AURUM,46286631,Observation,52,54,"Newborn and Infant Physical Examination Screening Programme, heart examination done, abnormality suspected and no risk factor",SNOMED,9.89E+14,Standard,46286631.0,No,Yes,Kilifi,Health Center
CPRD AURUM,46286651,Observation,1710,1791,"Newborn and Infant Physical Examination Screening Programme, testis examination done, no abnormality",SNOMED,9.89E+14,Standard,46286651.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,46286654,Observation,20,21,"Newborn and Infant Physical Examination Screening Programme, testis examination done, left abnormality suspected",SNOMED,9.89E+14,Standard,46286654.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,46286655,Observation,64,67,"Newborn and Infant Physical Examination Screening Programme, eye examination declined",SNOMED,9.89E+14,Standard,46286655.0,No,Yes,Lamu,Health Center
CPRD AURUM,46286657,Observation,3279,3476,"Newborn and Infant Physical Examination Screening Programme, eye examination done, no abnormality and no risk factor",SNOMED,9.89E+14,Standard,46286657.0,No,Yes,Tana River,Health Center
CPRD AURUM,46286658,Observation,34,35,"Newborn and Infant Physical Examination Screening Programme, eye examination done, no abnormality with risk factor",SNOMED,9.89E+14,Standard,46286658.0,No,Yes,Kilifi,Health Center
CPRD AURUM,46286867,Observation,713,734,"Newborn and Infant Physical Examination Screening Programme, hip examination status",SNOMED,9.85E+14,Standard,46286867.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,46286869,Observation,284,300,"Newborn and Infant Physical Examination Screening Programme, hip examination done, no abnormality with risk factor",SNOMED,9.86E+14,Standard,46286869.0,No,Yes,Lamu,County Hospital
CPRD AURUM,46287153,Condition,434,491,Neonatal sepsis due to Streptococcus,SNOMED,9.44E+14,Standard,46287153.0,No,Yes,Kilifi,Health Center
CPRD AURUM,46287274,Observation,832,836,"Newborn and Infant Physical Examination Screening Programme, testis examination not done",SNOMED,9.89E+14,Standard,46287274.0,No,Yes,Kilifi,Health Center
